Date,Close
2013-03-12,15.5
2013-03-13,15.4
2013-03-14,15.43
2013-03-15,15.48
2013-03-18,15.25
2013-03-19,15.21
2013-03-20,15.38
2013-03-21,15.12
2013-03-22,15.21
2013-03-25,14.97
2013-03-26,15.04
2013-03-27,14.8
2013-03-28,14.96
2013-04-01,14.74
2013-04-02,15.06
2013-04-03,14.58
2013-04-04,14.31
2013-04-05,14.1
2013-04-08,14.12
2013-04-09,14.26
2013-04-10,14.65
2013-04-11,14.42
2013-04-12,14.33
2013-04-15,13.88
2013-04-16,14.16
2013-04-17,13.87
2013-04-18,13.99
2013-04-19,14.24
2013-04-22,14.03
2013-04-23,14.47
2013-04-24,14.72
2013-04-25,14.69
2013-04-26,14.57
2013-04-29,14.74
2013-04-30,14.89
2013-05-01,14.76
2013-05-02,15.33
2013-05-03,15.61
2013-05-06,15.73
2013-05-07,15.87
2013-05-08,15.69
2013-05-09,15.51
2013-05-10,15.56
2013-05-13,15.58
2013-05-14,15.99
2013-05-15,15.75
2013-05-16,15.93
2013-05-17,16.110001
2013-05-21,16.15
2013-05-22,16.23
2013-05-23,16.02
2013-05-24,15.95
2013-05-27,15.93
2013-05-28,16.219999
2013-05-29,16.59
2013-05-30,16.639999
2013-05-31,16.42
2013-06-03,16.469999
2013-06-04,16.290001
2013-06-05,15.97
2013-06-06,15.98
2013-06-07,16.309999
2013-06-10,16.25
2013-06-11,16.15
2013-06-12,15.8
2013-06-13,15.96
2013-06-14,15.73
2013-06-17,16.030001
2013-06-18,16.389999
2013-06-19,16.559999
2013-06-20,16.799999
2013-06-21,16.719999
2013-06-24,16.24
2013-06-25,16.52
2013-06-26,16.76
2013-06-27,16.76
2013-06-28,16.83
2013-07-02,16.98
2013-07-03,16.99
2013-07-04,17.08
2013-07-05,17.299999
2013-07-08,17.889999
2013-07-09,17.98
2013-07-10,18.139999
2013-07-11,18.02
2013-07-12,17.959999
2013-07-15,18.02
2013-07-16,17.93
2013-07-17,17.98
2013-07-18,18.25
2013-07-19,18.25
2013-07-22,18.459999
2013-07-23,18.43
2013-07-24,18.5
2013-07-25,18.469999
2013-07-26,18.299999
2013-07-29,18.200001
2013-07-30,18.18
2013-07-31,18.09
2013-08-01,18.450001
2013-08-02,18.58
2013-08-06,18.389999
2013-08-07,18.040001
2013-08-08,17.790001
2013-08-09,17.73
2013-08-12,17.610001
2013-08-13,17.969999
2013-08-14,17.91
2013-08-15,17.700001
2013-08-16,17.66
2013-08-19,17.209999
2013-08-20,17.26
2013-08-21,17.120001
2013-08-22,17.49
2013-08-23,17.450001
2013-08-26,17.379999
2013-08-27,17.09
2013-08-28,17.049999
2013-08-29,17.17
2013-08-30,17.27
2013-09-03,17.469999
2013-09-04,17.59
2013-09-05,17.870001
2013-09-06,17.700001
2013-09-09,17.719999
2013-09-10,17.82
2013-09-11,18
2013-09-12,17.73
2013-09-13,17.620001
2013-09-16,17.84
2013-09-17,17.959999
2013-09-18,17.58
2013-09-19,17.16
2013-09-20,17.030001
2013-09-23,17.129999
2013-09-24,17.16
2013-09-25,17.23
2013-09-26,17.35
2013-09-27,17.379999
2013-09-30,17.040001
2013-10-01,17.280001
2013-10-02,17.139999
2013-10-03,17.040001
2013-10-04,17.17
2013-10-07,17.1
2013-10-08,17
2013-10-09,17.120001
2013-10-10,17.610001
2013-10-11,17.700001
2013-10-15,17.790001
2013-10-16,17.870001
2013-10-17,17.93
2013-10-18,18
2013-10-21,18.18
2013-10-22,18.200001
2013-10-23,17.969999
2013-10-24,18.059999
2013-10-25,18.07
2013-10-28,17.99
2013-10-29,18.32
2013-10-30,18.66
2013-10-31,18.469999
2013-11-01,18.52
2013-11-04,18.49
2013-11-05,18.67
2013-11-06,18.709999
2013-11-07,19.219999
2013-11-08,19.719999
2013-11-11,19.620001
2013-11-12,19.52
2013-11-13,19.67
2013-11-14,19.73
2013-11-15,19.51
2013-11-18,19.860001
2013-11-19,19.98
2013-11-20,19.84
2013-11-21,20.110001
2013-11-22,20.370001
2013-11-25,20.299999
2013-11-26,20.18
2013-11-27,20.360001
2013-11-28,20.4
2013-11-29,20.48
2013-12-02,20.719999
2013-12-03,20.16
2013-12-04,20.120001
2013-12-05,20.1
2013-12-06,20.34
2013-12-09,20.200001
2013-12-10,20.129999
2013-12-11,19.690001
2013-12-12,19.530001
2013-12-13,19.65
2013-12-16,19.73
2013-12-17,19.73
2013-12-18,20.23
2013-12-19,20.75
2013-12-20,20.690001
2013-12-23,20.74
2013-12-24,20.83
2013-12-27,21.01
2013-12-30,21.030001
2013-12-31,20.959999
2014-01-02,20.73
2014-01-03,20.879999
2014-01-06,20.790001
2014-01-07,20.85
2014-01-08,21.35
2014-01-09,21.99
2014-01-10,22.09
2014-01-13,21.59
2014-01-14,21.58
2014-01-15,21.959999
2014-01-16,21.91
2014-01-17,21.91
2014-01-20,22.040001
2014-01-21,21.9
2014-01-22,22.209999
2014-01-23,21.799999
2014-01-24,20.860001
2014-01-27,20.559999
2014-01-28,20.870001
2014-01-29,20.5
2014-01-30,20.870001
2014-01-31,20.549999
2014-02-03,19.620001
2014-02-04,19.75
2014-02-05,19.950001
2014-02-06,20.16
2014-02-07,20.219999
2014-02-10,20.02
2014-02-11,20.48
2014-02-12,20.91
2014-02-13,20.9
2014-02-14,21.41
2014-02-18,21.1
2014-02-19,21.07
2014-02-20,21.190001
2014-02-21,21.35
2014-02-24,21.200001
2014-02-25,21.16
2014-02-26,20.92
2014-02-27,21.200001
2014-02-28,21.01
2014-03-03,20.99
2014-03-04,21.18
2014-03-05,21.24
2014-03-06,21.219999
2014-03-07,21.299999
2014-03-10,21.379999
2014-03-11,21.450001
2014-03-12,21.48
2014-03-13,20.98
2014-03-14,20.75
2014-03-17,20.83
2014-03-18,20.99
2014-03-19,21.059999
2014-03-20,21.610001
2014-03-21,21.5
2014-03-24,21.59
2014-03-25,21.67
2014-03-26,21.42
2014-03-27,21.27
2014-03-28,21.02
2014-03-31,21.32
2014-04-01,21.5
2014-04-02,21.59
2014-04-03,21.52
2014-04-04,21.25
2014-04-07,20.790001
2014-04-08,20.690001
2014-04-09,20.85
2014-04-10,20.290001
2014-04-11,20.139999
2014-04-14,19.969999
2014-04-15,20.059999
2014-04-16,20.370001
2014-04-17,20.66
2014-04-21,20.530001
2014-04-22,20.780001
2014-04-23,20.6
2014-04-24,20.75
2014-04-25,20.43
2014-04-28,20.299999
2014-04-29,20.440001
2014-04-30,20.58
2014-05-01,20.74
2014-05-02,20.99
2014-05-05,20.85
2014-05-06,20.360001
2014-05-07,20.59
2014-05-08,20.65
2014-05-09,20.309999
2014-05-12,20.530001
2014-05-13,20.52
2014-05-14,20.34
2014-05-15,20.07
2014-05-16,19.870001
2014-05-20,19.83
2014-05-21,20.16
2014-05-22,20.040001
2014-05-23,20.040001
2014-05-26,20.299999
2014-05-27,20.299999
2014-05-28,20
2014-05-29,19.940001
2014-05-30,19.85
2014-06-02,20.120001
2014-06-03,20.5
2014-06-04,20.690001
2014-06-05,20.76
2014-06-06,20.82
2014-06-09,20.83
2014-06-10,20.799999
2014-06-11,20.66
2014-06-12,20.469999
2014-06-13,20.49
2014-06-16,20.49
2014-06-17,20.9
2014-06-18,21.030001
2014-06-19,21.02
2014-06-20,21.34
2014-06-23,21.129999
2014-06-24,21.08
2014-06-25,21.030001
2014-06-26,21.129999
2014-06-27,21.209999
2014-06-30,21.209999
2014-07-02,21.43
2014-07-03,21.57
2014-07-04,21.82
2014-07-07,21.75
2014-07-08,21.639999
2014-07-09,21.67
2014-07-10,21.469999
2014-07-11,21.450001
2014-07-14,21.879999
2014-07-15,21.98
2014-07-16,22.110001
2014-07-17,21.92
2014-07-18,22.059999
2014-07-21,21.940001
2014-07-22,21.98
2014-07-23,21.870001
2014-07-24,21.860001
2014-07-25,22.09
2014-07-28,22.07
2014-07-29,22.09
2014-07-30,22.459999
2014-07-31,22.280001
2014-08-01,21.92
2014-08-05,21.959999
2014-08-06,21.969999
2014-08-07,21.700001
2014-08-08,21.82
2014-08-11,21.73
2014-08-12,21.68
2014-08-13,21.58
2014-08-14,21.799999
2014-08-15,21.51
2014-08-18,21.610001
2014-08-19,21.799999
2014-08-20,21.93
2014-08-21,22.309999
2014-08-22,22.190001
2014-08-25,22.280001
2014-08-26,22.200001
2014-08-27,22.18
2014-08-28,21.91
2014-08-29,21.950001
2014-09-02,22.17
2014-09-03,22.360001
2014-09-04,22.049999
2014-09-05,21.92
2014-09-08,22
2014-09-09,22
2014-09-10,22
2014-09-11,22
2014-09-12,22.24
2014-09-15,22.040001
2014-09-16,22.059999
2014-09-17,22.049999
2014-09-18,22.389999
2014-09-19,22.120001
2014-09-22,21.940001
2014-09-23,21.77
2014-09-24,21.74
2014-09-25,21.42
2014-09-26,21.690001
2014-09-29,21.629999
2014-09-30,21.540001
2014-10-01,21.200001
2014-10-02,21.27
2014-10-03,21.58
2014-10-06,21.51
2014-10-07,21.24
2014-10-08,21.32
2014-10-09,21.08
2014-10-10,20.57
2014-10-14,20.280001
2014-10-15,19.459999
2014-10-16,19.48
2014-10-17,20.040001
2014-10-20,20
2014-10-21,20.440001
2014-10-22,20.09
2014-10-23,20.41
2014-10-24,20.540001
2014-10-27,20.559999
2014-10-28,20.76
2014-10-29,20.68
2014-10-30,20.879999
2014-10-31,21.389999
2014-11-03,21.23
2014-11-04,21.219999
2014-11-05,21.48
2014-11-06,21.17
2014-11-07,21.23
2014-11-10,21.42
2014-11-12,21.67
2014-11-13,21.6
2014-11-14,21.74
2014-11-17,21.83
2014-11-18,21.91
2014-11-19,21.93
2014-11-20,22.07
2014-11-21,22.07
2014-11-24,22.16
2014-11-25,22.450001
2014-11-26,22.540001
2014-11-27,22.67
2014-11-28,22.77
2014-12-01,22.620001
2014-12-02,22.65
2014-12-03,22.93
2014-12-04,22.379999
2014-12-05,23.01
2014-12-08,22.809999
2014-12-09,22.450001
2014-12-10,21.59
2014-12-11,21.66
2014-12-12,21.07
2014-12-15,21.08
2014-12-16,21.120001
2014-12-17,21.719999
2014-12-18,21.99
2014-12-19,22.200001
2014-12-22,22.139999
2014-12-23,22.41
2014-12-24,22.43
2014-12-29,22.42
2014-12-30,22.280001
2014-12-31,22.18
2015-01-02,22.24
2015-01-05,21.65
2015-01-06,21.15
2015-01-07,21.26
2015-01-08,21.68
2015-01-09,21.32
2015-01-12,21.33
2015-01-13,21.18
2015-01-14,20.440001
2015-01-15,19.889999
2015-01-16,20.23
2015-01-19,20.299999
2015-01-20,19.93
2015-01-21,20.24
2015-01-22,20.59
2015-01-23,20.9
2015-01-26,20.959999
2015-01-27,20.440001
2015-01-28,20.299999
2015-01-29,20.57
2015-01-30,20.379999
2015-02-02,20.52
2015-02-03,21.110001
2015-02-04,21.4
2015-02-05,21.360001
2015-02-06,21.77
2015-02-09,21.889999
2015-02-10,21.719999
2015-02-11,21.84
2015-02-12,21.33
2015-02-13,21.559999
2015-02-17,21.950001
2015-02-18,22.09
2015-02-19,22.139999
2015-02-20,22.190001
2015-02-23,21.73
2015-02-24,22.01
2015-02-25,21.77
2015-02-26,21.780001
2015-02-27,21.77
2015-03-02,21.860001
2015-03-03,21.42
2015-03-04,21.360001
2015-03-05,21.27
2015-03-06,21.73
2015-03-09,21.549999
2015-03-10,21.299999
2015-03-11,21.280001
2015-03-12,21.629999
2015-03-13,21.459999
2015-03-16,21.85
2015-03-17,21.83
2015-03-18,21.65
2015-03-19,21.690001
2015-03-20,21.9
2015-03-23,21.9
2015-03-24,21.98
2015-03-25,21.65
2015-03-26,21.440001
2015-03-27,21.200001
2015-03-30,21.440001
2015-03-31,21.51
2015-04-01,21.280001
2015-04-02,21.559999
2015-04-06,21.5
2015-04-07,21.549999
2015-04-08,21.99
2015-04-09,22.139999
2015-04-10,22.24
2015-04-13,22.309999
2015-04-14,22.129999
2015-04-15,22.280001
2015-04-16,22.08
2015-04-17,22
2015-04-20,22.139999
2015-04-21,22.07
2015-04-22,22.08
2015-04-23,22.24
2015-04-24,22.440001
2015-04-27,22.17
2015-04-28,22.190001
2015-04-29,22.18
2015-04-30,21.959999
2015-05-01,22.1
2015-05-04,22.389999
2015-05-05,22.530001
2015-05-06,22.51
2015-05-07,22.91
2015-05-08,22.98
2015-05-11,23.08
2015-05-12,23.02
2015-05-13,22.92
2015-05-14,22.91
2015-05-15,22.620001
2015-05-19,23.129999
2015-05-20,22.940001
2015-05-21,23.1
2015-05-22,22.92
2015-05-25,22.940001
2015-05-26,22.719999
2015-05-27,22.860001
2015-05-28,23.02
2015-05-29,22.83
2015-06-01,22.940001
2015-06-02,23.01
2015-06-03,23.540001
2015-06-04,23.549999
2015-06-05,23.68
2015-06-08,23.43
2015-06-09,23.629999
2015-06-10,23.969999
2015-06-11,23.799999
2015-06-12,23.629999
2015-06-15,23.639999
2015-06-16,23.73
2015-06-17,23.74
2015-06-18,23.790001
2015-06-19,23.68
2015-06-22,23.799999
2015-06-23,24
2015-06-24,23.98
2015-06-25,23.950001
2015-06-26,23.879999
2015-06-29,23.139999
2015-06-30,23.209999
2015-07-02,23.26
2015-07-03,23.450001
2015-07-06,23.09
2015-07-07,23.040001
2015-07-08,22.700001
2015-07-09,22.629999
2015-07-10,23.139999
2015-07-13,23.360001
2015-07-14,23.299999
2015-07-15,23.540001
2015-07-16,23.73
2015-07-17,23.709999
2015-07-20,23.559999
2015-07-21,23.52
2015-07-22,23.4
2015-07-23,22.809999
2015-07-24,22.780001
2015-07-27,22.4
2015-07-28,22.5
2015-07-29,22.98
2015-07-30,23.110001
2015-07-31,23.17
2015-08-04,23.27
2015-08-05,23.290001
2015-08-06,23.32
2015-08-07,23.030001
2015-08-10,23.27
2015-08-11,23.15
2015-08-12,22.68
2015-08-13,22.459999
2015-08-14,22.559999
2015-08-17,22.34
2015-08-18,22.07
2015-08-19,21.83
2015-08-20,21.34
2015-08-21,20.459999
2015-08-24,19.969999
2015-08-25,20.1
2015-08-26,20.969999
2015-08-27,21.469999
2015-08-28,21.450001
2015-08-31,21.379999
2015-09-01,20.33
2015-09-02,20.549999
2015-09-03,20.610001
2015-09-04,20.23
2015-09-08,20.41
2015-09-09,20.48
2015-09-10,20.5
2015-09-11,20.35
2015-09-14,20.25
2015-09-15,20.549999
2015-09-16,21.049999
2015-09-17,20.620001
2015-09-18,20.42
2015-09-21,21.08
2015-09-22,20.610001
2015-09-23,20.450001
2015-09-24,20.41
2015-09-25,20.719999
2015-09-28,20.27
2015-09-29,20.309999
2015-09-30,20.639999
2015-10-01,20.68
2015-10-02,20.440001
2015-10-05,20.82
2015-10-06,21.02
2015-10-07,21.43
2015-10-08,21.620001
2015-10-09,21.58
2015-10-13,21.559999
2015-10-14,21.26
2015-10-15,21.08
2015-10-16,21.27
2015-10-19,21.33
2015-10-20,21.610001
2015-10-21,21.73
2015-10-22,22.07
2015-10-23,22.440001
2015-10-26,22.15
2015-10-27,22.040001
2015-10-28,22.57
2015-10-29,22.23
2015-10-30,21.68
2015-11-02,21.809999
2015-11-03,21.85
2015-11-04,21.68
2015-11-05,21.57
2015-11-06,22.360001
2015-11-09,22.110001
2015-11-10,22.110001
2015-11-11,22.16
2015-11-12,21.35
2015-11-13,21.290001
2015-11-16,21.66
2015-11-17,21.77
2015-11-18,21.940001
2015-11-19,22.17
2015-11-20,21.870001
2015-11-23,21.67
2015-11-24,21.75
2015-11-25,21.780001
2015-11-26,21.85
2015-11-27,21.799999
2015-11-30,21.98
2015-12-01,22.469999
2015-12-02,22.450001
2015-12-03,22.08
2015-12-04,22.309999
2015-12-07,21.84
2015-12-08,21.07
2015-12-09,20.959999
2015-12-10,21.01
2015-12-11,20.469999
2015-12-14,20.360001
2015-12-15,20.68
2015-12-16,21.030001
2015-12-17,20.43
2015-12-18,20.52
2015-12-21,20.940001
2015-12-22,20.93
2015-12-23,21.280001
2015-12-24,21.24
2015-12-29,21.33
2015-12-30,21.17
2015-12-31,20.74
2016-01-04,20.43
2016-01-05,20.200001
2016-01-06,19.73
2016-01-07,18.860001
2016-01-08,19.01
2016-01-11,18.940001
2016-01-12,18.83
2016-01-13,18.52
2016-01-14,18.82
2016-01-15,18.040001
2016-01-18,17.860001
2016-01-19,18.040001
2016-01-20,17.75
2016-01-21,18.26
2016-01-22,18.709999
2016-01-25,18.209999
2016-01-26,18.41
2016-01-27,18.5
2016-01-28,19.129999
2016-01-29,19.469999
2016-02-01,19.209999
2016-02-02,18.209999
2016-02-03,18.16
2016-02-04,18.66
2016-02-05,18.780001
2016-02-08,18.24
2016-02-09,17.540001
2016-02-10,17.309999
2016-02-11,15.84
2016-02-12,16.309999
2016-02-16,16.629999
2016-02-17,17.879999
2016-02-18,18
2016-02-19,17.549999
2016-02-22,17.59
2016-02-23,17.459999
2016-02-24,17.18
2016-02-25,17.530001
2016-02-26,17.889999
2016-02-29,18.110001
2016-03-01,18.860001
2016-03-02,18.620001
2016-03-03,18.389999
2016-03-04,18.43
2016-03-07,18.5
2016-03-08,18.280001
2016-03-09,18.34
2016-03-10,18.24
2016-03-11,18.879999
2016-03-14,18.76
2016-03-15,18.639999
2016-03-16,18.440001
2016-03-17,18.620001
2016-03-18,18.48
2016-03-21,19.02
2016-03-22,18.67
2016-03-23,18.639999
2016-03-24,18.440001
2016-03-28,18.67
2016-03-29,18.09
2016-03-30,18.450001
2016-03-31,18.379999
2016-04-01,18.27
2016-04-04,17.99
2016-04-05,17.799999
2016-04-06,18.040001
2016-04-07,17.09
2016-04-08,17.209999
2016-04-11,17.32
2016-04-12,17.809999
2016-04-13,18.190001
2016-04-14,18.43
2016-04-15,18.23
2016-04-18,18.459999
2016-04-19,18.610001
2016-04-20,19.129999
2016-04-21,18.959999
2016-04-22,18.780001
2016-04-25,18.82
2016-04-26,18.66
2016-04-27,18.690001
2016-04-28,18.379999
2016-04-29,18.5
2016-05-02,18.370001
2016-05-03,18
2016-05-04,18.07
2016-05-05,18.26
2016-05-06,18.35
2016-05-09,18.139999
2016-05-10,18.360001
2016-05-11,18.299999
2016-05-12,18.25
2016-05-13,17.9
2016-05-16,18.08
2016-05-17,18.209999
2016-05-18,18.690001
2016-05-19,18.4
2016-05-20,18.790001
2016-05-24,19.370001
2016-05-25,19.459999
2016-05-26,19.299999
2016-05-27,19.51
2016-05-30,19.43
2016-05-31,19.52
2016-06-01,19.35
2016-06-02,19.42
2016-06-03,19.040001
2016-06-06,19.040001
2016-06-07,19
2016-06-08,19.02
2016-06-09,18.549999
2016-06-10,18.02
2016-06-13,17.969999
2016-06-14,17.85
2016-06-15,17.870001
2016-06-16,18.02
2016-06-17,17.969999
2016-06-20,18.370001
2016-06-21,18.4
2016-06-22,18.370001
2016-06-23,18.74
2016-06-24,17.35
2016-06-27,16.469999
2016-06-28,16.969999
2016-06-29,17.42
2016-06-30,17.67
2016-07-04,17.719999
2016-07-05,17.15
2016-07-06,16.860001
2016-07-07,16.91
2016-07-08,16.969999
2016-07-11,17.16
2016-07-12,17.68
2016-07-13,17.52
2016-07-14,17.73
2016-07-15,17.76
2016-07-18,17.860001
2016-07-19,17.77
2016-07-20,18.01
2016-07-21,17.950001
2016-07-22,18.200001
2016-07-25,18.15
2016-07-26,18.07
2016-07-27,18.02
2016-07-28,17.91
2016-07-29,17.799999
2016-08-02,17.6
2016-08-03,17.92
2016-08-04,16.950001
2016-08-05,17.209999
2016-08-08,17.4
2016-08-09,17.469999
2016-08-10,17.33
2016-08-11,17.35
2016-08-12,17.01
2016-08-15,17.200001
2016-08-16,17.08
2016-08-17,17.120001
2016-08-18,17
2016-08-19,17.360001
2016-08-22,17.35
2016-08-23,17.35
2016-08-24,17.459999
2016-08-25,17.66
2016-08-26,17.82
2016-08-29,17.9
2016-08-30,18.309999
2016-08-31,17.889999
2016-09-01,17.860001
2016-09-02,17.809999
2016-09-06,17.77
2016-09-07,17.719999
2016-09-08,17.92
2016-09-09,18.16
2016-09-12,18
2016-09-13,17.77
2016-09-14,17.76
2016-09-15,18.17
2016-09-16,18.030001
2016-09-19,18.190001
2016-09-20,18.360001
2016-09-21,18.52
2016-09-22,18.74
2016-09-23,18.49
2016-09-26,18.23
2016-09-27,18.15
2016-09-28,18.4
2016-09-29,18.35
2016-09-30,18.51
2016-10-03,18.450001
2016-10-04,18.6
2016-10-05,19.110001
2016-10-06,19.209999
2016-10-07,19.17
2016-10-11,19.219999
2016-10-12,19.27
2016-10-13,19.139999
2016-10-14,19.16
2016-10-17,19.07
2016-10-18,19.27
2016-10-19,19.35
2016-10-20,19.379999
2016-10-21,19.48
2016-10-24,19.620001
2016-10-25,19.389999
2016-10-26,19.48
2016-10-27,19.620001
2016-10-28,19.360001
2016-10-31,19.43
2016-11-01,19.219999
2016-11-02,18.98
2016-11-03,19.139999
2016-11-04,19.120001
2016-11-07,19.549999
2016-11-08,19.48
2016-11-09,20.09
2016-11-10,21.940001
2016-11-11,22.43
2016-11-14,23.16
2016-11-15,23.059999
2016-11-16,22.870001
2016-11-17,22.93
2016-11-18,22.950001
2016-11-21,23.139999
2016-11-22,23.540001
2016-11-23,23.709999
2016-11-24,23.51
2016-11-25,23.540001
2016-11-28,22.93
2016-11-29,23.09
2016-11-30,23.389999
2016-12-01,23.440001
2016-12-02,23.24
2016-12-05,23.059999
2016-12-06,23.4
2016-12-07,23.690001
2016-12-08,24.360001
2016-12-09,24.469999
2016-12-12,24.309999
2016-12-13,24.389999
2016-12-14,24.370001
2016-12-15,25.01
2016-12-16,24.559999
2016-12-19,24.459999
2016-12-20,24.690001
2016-12-21,24.610001
2016-12-22,24.440001
2016-12-23,24.43
2016-12-28,24.16
2016-12-29,24.030001
2016-12-30,23.91
2017-01-03,24.08
2017-01-04,24.35
2017-01-05,24.290001
2017-01-06,24.34
2017-01-09,24.25
2017-01-10,24.549999
2017-01-11,24.879999
2017-01-12,24.43
2017-01-13,24.530001
2017-01-16,24.299999
2017-01-17,24.07
2017-01-18,24.32
2017-01-19,24.51
2017-01-20,24.870001
2017-01-23,24.73
2017-01-24,25.01
2017-01-25,25.379999
2017-01-26,25.48
2017-01-27,25.16
2017-01-30,24.879999
2017-01-31,24.950001
2017-02-01,24.98
2017-02-02,24.629999
2017-02-03,24.83
2017-02-06,24.639999
2017-02-07,24.76
2017-02-08,24.58
2017-02-09,24.450001
2017-02-10,24.41
2017-02-13,24.59
2017-02-14,24.950001
2017-02-15,25.030001
2017-02-16,24.91
2017-02-17,24.83
2017-02-21,24.950001
2017-02-22,24.76
2017-02-23,24.34
2017-02-24,23.85
2017-02-27,23.9
2017-02-28,23.73
2017-03-01,24.34
2017-03-02,24.23
2017-03-03,24.450001
2017-03-06,24.620001
2017-03-07,24.469999
2017-03-08,24.459999
2017-03-09,24.24
2017-03-10,24.219999
2017-03-13,24.43
2017-03-14,24.33
2017-03-15,24.49
2017-03-16,24.5
2017-03-17,24.129999
2017-03-20,24.01
2017-03-21,23.040001
2017-03-22,22.77
2017-03-23,23.23
2017-03-24,23.4
2017-03-27,23.389999
2017-03-28,23.67
2017-03-29,23.77
2017-03-30,23.74
2017-03-31,23.59
2017-04-03,23.610001
2017-04-04,23.58
2017-04-05,23.309999
2017-04-06,23.379999
2017-04-07,23.299999
2017-04-10,23.35
2017-04-11,23.18
2017-04-12,22.860001
2017-04-13,22.690001
2017-04-17,23.030001
2017-04-18,22.889999
2017-04-19,22.870001
2017-04-20,23.24
2017-04-21,23.139999
2017-04-24,23.84
2017-04-25,24.030001
2017-04-26,24.08
2017-04-27,23.83
2017-04-28,23.940001
2017-05-01,24.1
2017-05-02,24.08
2017-05-03,24.129999
2017-05-04,24.440001
2017-05-05,24.549999
2017-05-08,24.66
2017-05-09,24.49
2017-05-10,24.389999
2017-05-11,23.92
2017-05-12,23.6
2017-05-15,23.790001
2017-05-16,23.719999
2017-05-17,22.709999
2017-05-18,23.1
2017-05-19,23.540001
2017-05-23,23.559999
2017-05-24,23.540001
2017-05-25,23.690001
2017-05-26,23.700001
2017-05-29,23.65
2017-05-30,23.48
2017-05-31,23.33
2017-06-01,23.82
2017-06-02,23.58
2017-06-05,23.51
2017-06-06,23.15
2017-06-07,23.190001
2017-06-08,23.620001
2017-06-09,24.09
2017-06-12,24.110001
2017-06-13,24.190001
2017-06-14,23.99
2017-06-15,24.07
2017-06-16,24.09
2017-06-19,24.450001
2017-06-20,24.27
2017-06-21,23.76
2017-06-22,23.58
2017-06-23,23.610001
2017-06-26,23.530001
2017-06-27,23.709999
2017-06-28,24.08
2017-06-29,24.49
2017-06-30,24.309999
2017-07-04,24.18
2017-07-05,24.540001
2017-07-06,24.83
2017-07-07,25.01
2017-07-10,24.92
2017-07-11,24.809999
2017-07-12,24.74
2017-07-13,25.219999
2017-07-14,25.23
2017-07-17,25.1
2017-07-18,24.950001
2017-07-19,25.299999
2017-07-20,25.309999
2017-07-21,25.25
2017-07-24,25.450001
2017-07-25,25.790001
2017-07-26,25.379999
2017-07-27,25.530001
2017-07-28,25.440001
2017-07-31,25.68
2017-08-01,25.74
2017-08-02,25.91
2017-08-03,25.700001
2017-08-04,25.879999
2017-08-08,25.93
2017-08-09,25.639999
2017-08-10,24.43
2017-08-11,24.879999
2017-08-14,25.09
2017-08-15,25.139999
2017-08-16,25.459999
2017-08-17,25.299999
2017-08-18,24.5
2017-08-21,24.459999
2017-08-22,24.5
2017-08-23,24.559999
2017-08-24,24.91
2017-08-25,24.780001
2017-08-28,24.6
2017-08-29,24.559999
2017-08-30,24.6
2017-08-31,24.530001
2017-09-01,24.65
2017-09-05,24.01
2017-09-06,23.92
2017-09-07,23.549999
2017-09-08,23.629999
2017-09-11,23.940001
